belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,name_collection
{'name':'sin datos' },0,"Crime, Drama",18129,en,"A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady.",10.809693,"Miramax Films, Cineplex-Odeon Films",United States of America,1990-09-14,13446769.0,110.0,English,Released,Seduction. Betrayal. Murder. Who's conning who?,The Grifters,6.5,112.0,1990,0.0,sin datos
{'name':'sin datos' },0,"Comedy, Foreign",54405,en,"Singer Josef Locke fled to Ireland 25 years ago to escape the clutches of the tax man and police Chief Jim Abbott. What he also left behind was the love of his life Cathleen Doyle. Now, Micky O’Neill is desperate to save both his ailing Liverpool nightclub ‘Heartly’s’ and his failing relationship with the beautiful Nancy, Cathleen’s daughter. The solution? Book the infamous Josef Locke.",0.003977,Miramax Films,sin datos,1991-12-27,0.0,113.0,English,Released,There's definitely magic in the air,Hear My Song,4.1,4.0,1991,8.591719444444445,sin datos
{'name':'sin datos' },0,Western,150823,en,"The story is of a small town in the early west and of a 'shooter' of reputation that drifts into it and stands up to the controlling family that runs it. But far from a John Wayne, this hero is caught and brutally beaten and left to die, only to be saved by a prostitute that has also suffered under the hand of this group of desperados. The only one possible to stand up to the shooter is another solitary man who joins with the notorious family although he is deputized as the town's sherif.",0.112249,"Royal Oaks Entertainment, Cabin Fever Entertainment, Amritraj / Stevens Entertainment",United States of America,1997-10-23,0.0,91.0,English,Released,sin datos,The Shooter,5.0,1.0,1997,0.0,sin datos
{'name':'sin datos' },27000000,"Drama, Romance, War",409,en,"Beginning in the 1930s, ""The English Patient"" tells the story of Count Almásy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while Almásy is on his death bed after being horribly burned in a plane crash.",15.564161,"Miramax Films, Tiger Moth Productions","United Kingdom, United States of America",1996-11-14,231976425.0,162.0,"Deutsch, Italiano, العربية, English",Released,"In love, there are no boundaries.",The English Patient,7.0,559.0,1996,22.85159335379274,sin datos
{'name':'sin datos' },0,"Comedy, Romance, War",38251,it,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there. Actually, the island isn't deserted and when the Greeks understand that those Italians are harmless, they came out of their hiding places in the mountains and continue their peaceful lives. Soon the soldiers discover that being left behind in a God-forgotten Greek island isn't such a bad thing, after all...",5.557759,"Penta Films, Silvio Berlusconi Communications, A.M.A. Film",Italy,1991-01-31,4532791.0,96.0,"ελληνικά, Italiano, Español",Released,On a magical Greek island a soldier is about to discover that it is better to make love instead of war,Mediterraneo,7.4,157.0,1991,0.0,sin datos
{'name':'sin datos' },645180,Drama,10161,en,"In this true story told through flashbacks, Christy Brown is born with crippling cerebral palsy into a poor, working-class Irish family. Able only to control movement in his left foot and to speak in guttural sounds, he is mistakenly believed to be retarded for the first ten years of his life.",5.841931,"Ferndale Films, Granada Television, Radio Telefís Éireann (RTÉ)","Ireland, United Kingdom",1989-07-21,14743391.0,103.0,English,Released,"A film about life, laughter, and the occasional miracle.",My Left Foot: The Story of Christy Brown,7.5,208.0,1989,0.0,sin datos
{'name':'sin datos' },1200000,Drama,1412,en,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,12.293656,"Miramax Films, Outlaw Productions, Virgin",United States of America,1989-08-18,0.0,100.0,English,Released,sin datos,"Sex, Lies, and Videotape",6.7,188.0,1989,11.315408,sin datos
{'name':'sin datos' },0,Drama,41768,en,"Soap actress May-Alice Culhane is paralyzed from the waist down in an accident. She returns to her old home in Louisiana, where she proceeds to drink quite steadily and to drive away five personal attendants in the first twenty minutes of the movie. Then she meets with Chantelle, whose stubbornness matches her own -- if only because Chantelle, herself a recovering cocaine addict, cannot afford to lose this job. Their mutual dislike gradually develops into an armed truce as the two women deal with their own problems and with each others'.",5.367604,Atchafalaya,United States of America,1992-12-11,0.0,135.0,English,Released,sin datos,Passion Fish,6.7,7.0,1992,0.0,sin datos
{'name':'sin datos' },3000000,"Comedy, Drama, Romance",10409,en,"Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?",3.233531,"Beyond Films, Australian Film Finance Corporation (AFFC), M & A",Australia,1992-08-20,33946224.0,94.0,"Español, English",Released,A life lived in fear... ...is a life half lived,Strictly Ballroom,6.2,83.0,1992,0.0,sin datos
{'name':'sin datos' },0,"Mystery, Documentary, Crime",14285,en,Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.,5.070224,Third Floor Productions,United States of America,1988-08-28,0.0,103.0,English,Released,"A softcore movie, Dr. Death, a chocolate milkshake, a nosey blonde and ""The Carol Burnett Show."" Solving this mystery is going to be murder.",The Thin Blue Line,7.9,109.0,1988,7.25,sin datos
{'name':'sin datos' },0,"Comedy, Crime, Drama, Romance",2469,es,"Recently released from a mental hospital, Ricky ties up Marina, a film star he once had sex with and keeps her hostage.",10.788319,El Deseo,Spain,1989-12-12,0.0,111.0,Español,Released,A love story... With strings attached!,Tie Me Up! Tie Me Down!,7.0,102.0,1989,7.55924,sin datos
{'name':'sin datos' },4,"Documentary, Music",10174,en,"From the rain of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the music performer, from a prayer circle with the dancers before each performance to bed games with the dance troupe afterwards.",1.325299,"Miramax Films, Artisan Entertainment",United States of America,1991-05-10,29.0,119.0,"English, Français",Released,sin datos,Madonna: Truth or Dare,6.3,32.0,1991,36.32709166666667,sin datos
{'name':'sin datos' },500000,Documentary,31225,en,"A chronicle of New York City's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",4.101295,sin datos,United States of America,1990-03-13,3779620.0,71.0,English,Released,Having a ball... Wish you were here.,Paris is Burning,8.2,67.0,1990,0.0,sin datos
{'name':'sin datos' },3000000,Drama,510,en,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",35.529554,"United Artists, Fantasy Films, Warner Bros.",United States of America,1975-11-18,108981275.0,133.0,English,Released,"If he's crazy, what does that make you?",One Flew Over the Cuckoo's Nest,8.3,3001.0,1975,29.91111111111111,sin datos
"{'id': 33071, 'name': 'Cheech & Chong Collection', 'poster_path': '/mI9ggvzjaDIGN1qcrM9fvATHVmZ.jpg', 'backdrop_path': '/tJqD18aCja9kNpZ1W2r5gZK2qdq.jpg'}",0,Comedy,11455,en,"An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",7.194364,Paramount Pictures,United States of America,1978-01-01,41590893.0,86.0,English,Released,The movie that'll have you rolling in the aisles.,Up in Smoke,6.7,201.0,1978,1.928613375,Cheech & Chong Collection
"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",18000000,"Adventure, Action, Science Fiction",1891,en,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",19.470959,"Lucasfilm, Twentieth Century Fox Film Corporation",United States of America,1980-05-17,538400000.0,124.0,English,Released,The Adventure Continues...,The Empire Strikes Back,8.2,5998.0,1980,21.662553944444443,Star Wars Collection
{'name':'sin datos' },16000000,"Adventure, Family, Fantasy, Comedy, Romance",2493,en,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",15.15267,"Act III Communications, The Princess Bride Ltd., Buttercup Films Ltd.",United States of America,1987-09-18,30857814.0,98.0,English,Released,It's as real as the feelings you feel.,The Princess Bride,7.6,1518.0,1987,0.0,sin datos
"{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'}",18000000,"Adventure, Action",85,en,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",19.901576,"Lucasfilm, Paramount Pictures",United States of America,1981-06-12,389925971.0,115.0,"English, Español, Deutsch, עִבְרִית, العربية, ",Released,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,Raiders of the Lost Ark,7.7,3949.0,1981,9.908997567567567,Indiana Jones Collection
